small vehicle,large vehicle,minibus,hatchback,sedan,bus,minivan,truck,van,jeep,cement mixer,dedicated agricultural vehicle,tanker,crane truck,pickup,light truck,prime mover,red,black,blue,silver/grey,white,other,yellow,green,sunroof,luggage_carrier,open_cargo_area,enclosed_cab,spare_wheel,wrecked,flatbed,ladder,enclosed_box,soft_shell_box,harnessed_to_a_cart,ac_vents
29606,10225,29927,37067,21848,24770,21922,11762,27326,21852,22483,31484,16381,31798,29290,25716,20926,14333,38300,13205,25568,35160,39817,29020,37911,24770,24770,24770,24770,24770,24770,24770,24770,24770,24770,24770,24770
17433,11063,25076,37167,12190,27501,35274,25288,25618,28153,16105,21596,22851,35124,37507,14082,13109,14079,32768,19505,30089,24509,19649,11216,29060,27501,27501,27501,27501,27501,27501,27501,27501,27501,27501,27501,27501
32839,18622,32196,21302,21115,24097,17133,10689,21070,36252,34025,37128,38802,25956,34863,34251,13079,28262,25967,29340,36223,23570,10274,16771,23860,24097,24097,24097,24097,24097,24097,24097,24097,24097,24097,24097,24097
34833,14474,23589,23032,11268,16610,13730,10243,14723,28931,28528,13042,26159,19830,27602,17841,25011,37198,36525,28862,36369,18857,33379,23064,34383,16610,16610,16610,16610,16610,16610,16610,16610,16610,16610,16610,16610
21589,31200,11537,32490,26385,20459,27733,18030,10124,13968,11607,39017,29695,27918,31200,39146,36647,11278,39836,36515,14774,19162,19969,27921,12768,20459,20459,20459,20459,20459,20459,20459,20459,20459,20459,20459,20459
14271,29784,20685,38713,36750,33812,38779,27777,16805,26532,29630,30837,22756,10331,11762,10971,11284,35410,15754,23556,13311,25024,23512,18928,34466,33812,33812,33812,33812,33812,33812,33812,33812,33812,33812,33812,33812
26463,24082,30693,25740,18448,11986,18836,21882,11903,12925,10603,26782,29041,35583,37174,31490,29800,31198,30801,38601,27191,34238,27914,11128,18198,11986,11986,11986,11986,11986,11986,11986,11986,11986,11986,11986,11986
12165,20890,13103,28206,23531,18440,28192,12928,30075,23262,24866,26139,11812,18480,15249,27537,23452,19376,29850,25167,17424,13057,36479,13284,15116,18440,18440,18440,18440,18440,18440,18440,18440,18440,18440,18440,18440
27260,30712,29041,30709,23979,19247,22947,19479,30735,25716,10250,14474,14474,36664,24776,31424,28461,38657,17135,25414,35231,16886,14046,26006,38661,19247,19247,19247,19247,19247,19247,19247,19247,19247,19247,19247,19247
10206,39112,38258,29091,21443,32129,24524,10455,34259,33692,35713,21925,20311,12456,16689,29813,17036,21799,33960,25951,30981,31782,14999,26230,38666,32129,32129,32129,32129,32129,32129,32129,32129,32129,32129,32129,32129
30350,28637,26841,12283,15513,14496,37507,29665,35114,28499,12278,19774,18899,16107,10815,29531,21409,34212,25620,38242,27481,25339,25333,36726,36609,14496,14496,14496,14496,14496,14496,14496,14496,14496,14496,14496,14496
18211,37955,24915,31870,15996,20492,22636,17534,24754,34868,16372,11652,34220,22232,34441,33809,23283,29241,31812,30422,31834,26002,10890,24890,31777,20492,20492,20492,20492,20492,20492,20492,20492,20492,20492,20492,20492
21758,19019,10462,34925,21580,29835,14989,35114,11563,20349,30169,22300,26750,24587,37430,11227,31272,25200,23343,26063,16832,29373,37881,31373,11564,29835,29835,29835,29835,29835,29835,29835,29835,29835,29835,29835,29835
14456,23561,34931,33355,20949,24818,37790,38008,12385,22559,37803,28490,31304,29965,37790,24825,13095,18023,16452,33931,39103,37788,38586,19282,17689,24818,24818,24818,24818,24818,24818,24818,24818,24818,24818,24818,24818
38290,17824,22613,35861,20745,12044,21221,34993,11653,33448,35171,13680,38278,12930,22886,28922,17462,15523,19244,26230,21123,13036,11140,32074,39998,12044,12044,12044,12044,12044,12044,12044,12044,12044,12044,12044,12044
17307,31260,37530,27100,10713,21704,37947,30302,21903,37252,32894,12589,11502,12504,38116,37139,20830,23659,13080,25910,11175,24406,19976,22467,17886,21704,21704,21704,21704,21704,21704,21704,21704,21704,21704,21704,21704
21782,11546,12814,14674,18119,26990,15330,21926,18838,37382,18158,29837,28668,39918,15559,21015,35359,26920,22208,26856,30428,25516,39520,30436,27855,26990,26990,26990,26990,26990,26990,26990,26990,26990,26990,26990,26990
10781,34212,13818,17433,25633,20971,21300,11036,32177,22492,39918,26482,33548,11974,22747,38725,19841,34139,36800,19489,26806,24195,29578,10092,24809,20971,20971,20971,20971,20971,20971,20971,20971,20971,20971,20971,20971
20842,28095,17846,37222,13081,38760,37696,34065,17382,36365,23856,21302,27728,33135,22293,10200,28690,21731,24898,36121,20026,19554,23737,20667,12401,38760,38760,38760,38760,38760,38760,38760,38760,38760,38760,38760,38760
35002,24395,28572,14224,37955,22135,22247,37339,17955,35510,13086,29171,33650,26497,38725,38908,32529,33925,24288,10969,14562,28102,13226,35213,25093,22135,22135,22135,22135,22135,22135,22135,22135,22135,22135,22135,22135
21669,17362,16756,32475,17587,32225,22035,25252,38162,29752,27082,17135,27410,39037,23130,23705,20733,33101,38854,32826,33713,27371,13500,29752,13475,32225,32225,32225,32225,32225,32225,32225,32225,32225,32225,32225,32225
23606,37007,12428,22057,29547,12785,37222,17556,10467,11471,38793,26990,36945,20708,20588,36830,25819,22000,17067,39499,32459,22092,13151,24082,24456,12785,12785,12785,12785,12785,12785,12785,12785,12785,12785,12785,12785
16066,31851,39236,39036,17747,12479,11814,27794,12589,18095,15124,17801,25777,26083,31559,38213,28019,22705,27862,19557,36272,21274,34889,29481,39591,12479,12479,12479,12479,12479,12479,12479,12479,12479,12479,12479,12479
33031,13832,39019,23514,36435,25038,27481,30331,12428,29836,14497,33812,37545,11199,34380,35227,25341,36927,11031,32267,16217,24302,14463,26277,20946,25038,25038,25038,25038,25038,25038,25038,25038,25038,25038,25038,25038
34314,26202,21803,20737,22271,24684,10897,26117,32117,33426,13797,11848,25745,14577,35791,13202,19815,14883,37329,39689,27929,10976,16897,23910,29715,24684,24684,24684,24684,24684,24684,24684,24684,24684,24684,24684,24684
10948,17658,19247,10749,28011,28366,35841,37793,19082,17087,29697,10722,25577,25521,16467,14032,17898,25645,35282,22671,38187,37184,36392,10616,27825,28366,28366,28366,28366,28366,28366,28366,28366,28366,28366,28366,28366
20411,21664,35570,18327,22310,16166,35227,22605,30769,15214,29604,10667,28391,20726,32980,36103,14911,21072,21672,14667,20596,21526,32193,28491,18908,16166,16166,16166,16166,16166,16166,16166,16166,16166,16166,16166,16166
29131,12177,18175,24228,10157,31559,30335,33367,38708,28469,35965,18776,30246,14398,34404,28985,33529,36664,16510,39875,24269,14614,19595,27019,37131,31559,31559,31559,31559,31559,31559,31559,31559,31559,31559,31559,31559
33454,21628,12140,23342,36089,27024,19475,31629,31404,24938,25626,20558,18134,28473,25922,11092,18995,14580,37568,39347,10283,34146,39456,22658,35773,27024,27024,27024,27024,27024,27024,27024,27024,27024,27024,27024,27024
31574,28769,17647,14496,11579,21091,31056,23005,17916,23747,39222,29316,23081,18270,19547,29989,18883,29485,28758,26767,14271,23340,12518,12601,10504,21091,21091,21091,21091,21091,21091,21091,21091,21091,21091,21091,21091
33436,24398,17499,37787,27856,29017,32240,20590,36175,31610,14876,35123,20633,14194,29663,30736,39211,26202,17311,39072,15131,23037,33388,39710,19147,29017,29017,29017,29017,29017,29017,29017,29017,29017,29017,29017,29017
35785,29961,30488,28504,30883,21636,17015,13434,25984,37275,39021,29426,14497,14896,17756,38708,33859,17091,29234,24723,24337,37244,18073,29755,11300,21636,21636,21636,21636,21636,21636,21636,21636,21636,21636,21636,21636
32089,25579,17822,29793,24314,19465,12229,29764,23231,20138,22669,13327,36375,12622,18863,13679,26909,33626,27579,10069,20440,14456,34963,10647,30096,19465,19465,19465,19465,19465,19465,19465,19465,19465,19465,19465,19465
24469,23974,16274,19366,29303,18700,22940,38457,37174,25884,10971,32110,15446,15706,24094,32232,21441,22798,15382,37675,24339,16433,16001,10966,23064,18700,18700,18700,18700,18700,18700,18700,18700,18700,18700,18700,18700
29228,11656,10815,18754,22002,27950,35969,29673,26909,27651,30263,16610,28673,28896,24250,32404,36086,39018,35700,27485,22933,14426,31743,20440,24463,27950,27950,27950,27950,27950,27950,27950,27950,27950,27950,27950,27950
37688,32020,28884,15093,14749,17955,13673,38760,32426,15844,11132,36393,18995,34293,32238,21101,10325,17882,12697,27249,16458,32541,16191,30569,39745,17955,17955,17955,17955,17955,17955,17955,17955,17955,17955,17955,17955
22120,13036,22954,36119,32113,27147,26380,29927,15386,25295,25752,39758,21770,35815,10074,18206,22879,29238,33012,23803,28737,10869,12140,26694,14785,27147,27147,27147,27147,27147,27147,27147,27147,27147,27147,27147,27147
30609,39017,28312,32824,17969,15605,25909,19226,12166,21411,15518,36375,36923,23150,33795,26083,33981,31381,33880,28673,32805,11925,20735,38330,24727,15605,15605,15605,15605,15605,15605,15605,15605,15605,15605,15605,15605
34344,16501,21585,25665,36580,30075,13950,39611,27304,10462,19081,22756,12140,33036,35675,35123,30036,15065,13546,19032,12822,16476,29836,13535,16773,30075,30075,30075,30075,30075,30075,30075,30075,30075,30075,30075,30075
11113,37907,20641,13369,36139,18382,21694,30815,14223,29916,21953,17618,14141,39250,28265,35150,27667,18989,31607,26958,33877,10023,32151,11884,14253,18382,18382,18382,18382,18382,18382,18382,18382,18382,18382,18382,18382
10657,11081,31062,37762,24714,26128,18493,27041,27082,32417,11471,39211,18776,19291,37564,30488,16105,29612,19502,32055,21808,15106,33064,36659,26478,26128,26128,26128,26128,26128,26128,26128,26128,26128,26128,26128,26128
21468,35359,31424,38598,12116,27013,18166,36262,28088,20417,38332,24332,31357,29076,24788,13860,24357,27210,29561,27570,26696,10542,11926,16997,36921,27013,27013,27013,27013,27013,27013,27013,27013,27013,27013,27013,27013
29380,36224,32791,37686,22701,12606,36487,20057,21178,32051,12456,28673,22954,28311,22549,30135,20138,11377,37606,39647,26866,20918,15053,17607,15446,12606,12606,12606,12606,12606,12606,12606,12606,12606,12606,12606,12606
23442,10157,36708,34238,29778,31380,29916,11653,11285,15150,28816,20971,17916,15314,11651,34889,31490,26431,10885,29914,23848,35086,23839,39139,14927,31380,31380,31380,31380,31380,31380,31380,31380,31380,31380,31380,31380
14779,29980,19815,12070,24398,17604,25169,30036,19547,34665,29916,35545,32040,34602,36721,11804,11392,21751,11536,33454,37330,31763,10950,13543,38945,17604,17604,17604,17604,17604,17604,17604,17604,17604,17604,17604,17604
26205,26001,33980,24720,14193,27200,11228,27082,21267,20646,11498,13258,35747,22843,37230,28806,14919,16605,30478,18951,19322,11010,17604,38088,10194,27200,27200,27200,27200,27200,27200,27200,27200,27200,27200,27200,27200
12266,22392,19965,26994,17843,39832,19415,38530,30895,20692,10658,14977,26895,20464,33085,19715,33741,19974,22616,17606,13265,12656,22917,20998,13746,39832,39832,39832,39832,39832,39832,39832,39832,39832,39832,39832,39832
33189,21810,35545,23081,33168,13258,32163,27259,23130,15187,13517,34005,24891,21101,35066,10420,18273,11439,35410,21206,17954,33792,31043,28360,18931,13258,13258,13258,13258,13258,13258,13258,13258,13258,13258,13258,13258
11374,21945,15677,39510,18135,33859,18981,14392,39002,17797,37609,30074,14056,10785,30735,24495,10576,39507,37364,12315,31815,14093,32629,33101,15518,33859,33859,33859,33859,33859,33859,33859,33859,33859,33859,33859,33859
20138,10879,23259,34825,30772,35713,30456,22886,12707,24393,30804,32283,16704,15374,36175,15548,28280,29560,29739,19606,29764,18391,11471,32404,37156,35713,35713,35713,35713,35713,35713,35713,35713,35713,35713,35713,35713
15821,31794,36136,12418,27988,37403,23672,20832,20059,34888,25984,16704,20492,12959,32992,36917,39310,39291,27085,32777,33388,26305,23480,22000,36423,37403,37403,37403,37403,37403,37403,37403,37403,37403,37403,37403,37403
23589,33990,13730,34589,10148,17846,36028,35921,24466,38332,36327,30439,18950,36081,17916,23526,32009,39302,25807,21179,22898,29645,15382,39747,27674,17846,17846,17846,17846,17846,17846,17846,17846,17846,17846,17846,17846
24887,13350,33503,20268,28124,11157,31104,32238,29604,38301,13707,10074,16467,25247,30246,25350,28311,11479,20436,15093,14237,35461,23548,39942,11496,11157,11157,11157,11157,11157,11157,11157,11157,11157,11157,11157,11157
18529,38532,20085,10122,29759,18838,35754,31292,34025,20085,20359,36539,22161,36585,21378,30031,31414,27436,32074,13734,24279,36817,15621,38561,27049,18838,18838,18838,18838,18838,18838,18838,18838,18838,18838,18838,18838
24055,29696,20590,38462,35285,29555,16455,10967,21199,13035,35130,35918,13327,26994,31268,34065,28669,20582,11001,27041,14898,26213,36421,22380,20861,29555,29555,29555,29555,29555,29555,29555,29555,29555,29555,29555,29555
34805,33903,38793,14889,13427,20215,17248,17712,35032,14183,25590,29143,25529,29694,14223,25466,24142,30886,37670,11001,31718,39467,14034,35312,22001,20215,20215,20215,20215,20215,20215,20215,20215,20215,20215,20215,20215
22483,33901,36676,12159,13446,35129,17689,11216,13517,25269,32288,14082,13042,16639,17057,25733,16756,20417,35770,10066,14455,35171,29238,15413,37693,35129,35129,35129,35129,35129,35129,35129,35129,35129,35129,35129,35129
38767,35441,12746,23125,25558,15411,12741,20059,29841,14899,35921,16467,15028,24362,12976,23402,16610,17217,35187,28167,32126,29465,30754,25597,36479,15411,15411,15411,15411,15411,15411,15411,15411,15411,15411,15411,15411
24437,16221,35309,19815,25876,14010,31064,31989,16240,39748,38802,35710,13015,30352,31264,35124,14398,11284,18320,29277,10930,34005,26947,31023,13888,14010,14010,14010,14010,14010,14010,14010,14010,14010,14010,14010,14010
26964,26597,23627,14519,28820,22841,13043,30426,10667,31671,21256,31797,12134,27410,11343,29650,11812,32241,24862,31736,31841,11527,22248,38926,35087,22841,22841,22841,22841,22841,22841,22841,22841,22841,22841,22841,22841
23654,34102,11132,17886,27929,14685,24310,29392,14957,11216,29990,15333,39241,16794,21048,22324,16579,25369,36879,14605,12086,18397,39279,38323,14342,14685,14685,14685,14685,14685,14685,14685,14685,14685,14685,14685,14685
30354,17130,35967,10505,13467,22324,31245,20115,15355,13065,20923,17846,16634,35272,31414,18883,13322,28907,30432,27194,16983,25713,12395,11940,15678,22324,22324,22324,22324,22324,22324,22324,22324,22324,22324,22324,22324
18115,28222,29764,15677,27725,37222,27913,29771,37492,13576,11092,13394,19774,14952,20807,12140,22776,25195,32839,11537,15161,21454,33713,24250,22950,37222,37222,37222,37222,37222,37222,37222,37222,37222,37222,37222,37222
21339,16823,23971,21998,16667,37696,14431,21925,14263,20828,26501,31908,35032,10636,34925,17084,17497,31104,23722,17885,35861,37961,26684,17836,11502,37696,37696,37696,37696,37696,37696,37696,37696,37696,37696,37696,37696
36525,34123,31064,27496,17742,20669,18028,38433,36962,24352,31392,30767,17801,15070,16610,28728,37775,11108,16501,13559,24059,17935,14399,27804,14591,20669,20669,20669,20669,20669,20669,20669,20669,20669,20669,20669,20669
37354,30456,34220,38050,18395,24758,20012,16035,27122,37881,28967,23118,27220,36695,28188,39211,24783,29646,34328,12013,37333,20926,18941,18672,29171,24758,24758,24758,24758,24758,24758,24758,24758,24758,24758,24758,24758
23118,14708,33822,17466,33691,39575,35791,27260,37609,13165,25745,23870,13995,18485,38808,27972,33514,32563,31367,32664,37017,18499,13748,17428,33541,39575,39575,39575,39575,39575,39575,39575,39575,39575,39575,39575,39575
26520,20559,39494,24711,25663,30838,15753,24195,22063,17215,17726,38992,21302,34647,31108,27596,38732,16817,12349,20910,39078,21802,23945,18659,32044,30838,30838,30838,30838,30838,30838,30838,30838,30838,30838,30838,30838
38282,10751,33475,34533,18320,25286,22249,12814,14529,39948,25412,16041,30837,35876,26282,32238,21309,37039,14704,29560,13555,11543,36515,25716,28112,25286,25286,25286,25286,25286,25286,25286,25286,25286,25286,25286,25286
26256,18266,11653,31978,10423,12580,33157,19946,29750,11214,32023,25777,32110,18128,39533,23792,35129,14261,35844,15145,39903,19702,22484,11043,24339,12580,12580,12580,12580,12580,12580,12580,12580,12580,12580,12580,12580
30040,34769,18458,12461,28618,19406,15962,37868,17204,12809,12784,29948,32791,29703,22135,15131,20685,16661,39832,27035,25315,27625,15947,14392,34306,19406,19406,19406,19406,19406,19406,19406,19406,19406,19406,19406,19406
34362,21522,38802,12034,11359,34683,36779,17230,20633,37974,38992,14701,28959,20311,13868,24266,14032,20219,32142,15771,20875,37538,35354,14072,20905,34683,34683,34683,34683,34683,34683,34683,34683,34683,34683,34683,34683
20143,17643,38544,39291,34686,35211,10474,13197,36560,39081,20057,34813,16730,19227,39642,16661,37430,24077,17437,23362,20633,34897,24443,29853,18746,35211,35211,35211,35211,35211,35211,35211,35211,35211,35211,35211,35211
23188,14079,14726,30074,27232,34334,23724,12785,21015,17133,16242,35890,29787,26895,25579,31483,31626,25155,34188,25238,21973,30160,34277,37935,38866,34334,34334,34334,34334,34334,34334,34334,34334,34334,34334,34334,34334
31836,33101,39849,37709,16536,13012,25569,22705,21636,26937,11156,22213,23012,28840,28616,14223,23905,37065,15053,20322,22080,33879,26208,39967,27712,13012,13012,13012,13012,13012,13012,13012,13012,13012,13012,13012,13012
12160,25883,37507,23454,15313,12166,37158,14158,20884,17186,29835,18707,34118,15824,19465,13980,20307,18929,10304,22642,36321,38691,28466,18109,36043,12166,12166,12166,12166,12166,12166,12166,12166,12166,12166,12166,12166
12034,38003,17382,23639,16268,13679,27639,10079,20547,16118,11149,32731,12165,36560,37168,16445,27619,10265,26000,10772,32905,20155,31978,19575,10279,13679,13679,13679,13679,13679,13679,13679,13679,13679,13679,13679,13679
19659,28927,15123,24030,28619,38883,29568,34833,29797,31749,26691,32040,31484,10788,15681,27851,29214,11631,34611,14695,29939,18630,28849,39624,36694,38883,38883,38883,38883,38883,38883,38883,38883,38883,38883,38883,38883
39410,37619,22035,12013,18590,19547,21564,16689,13327,20164,33367,31199,32974,31626,22300,10236,22557,26958,23012,27385,10684,21157,29948,23103,10419,19547,19547,19547,19547,19547,19547,19547,19547,19547,19547,19547,19547
39873,39526,36284,16684,32309,34404,32119,37961,34268,25981,15131,25745,11537,22587,39510,33514,36487,13867,34173,39724,24047,20042,13336,12007,23857,34404,34404,34404,34404,34404,34404,34404,34404,34404,34404,34404,34404
39272,14726,17783,10275,21390,24874,14334,26213,13842,23813,22390,22293,35423,15912,20215,38423,31550,33564,32339,11952,27849,19297,33511,10200,22705,24874,24874,24874,24874,24874,24874,24874,24874,24874,24874,24874,24874
34083,35123,10967,22459,16853,27371,10043,22781,14141,21569,21903,21283,16862,31860,10510,21178,39083,29393,11110,25807,10893,34183,35913,35053,26957,27371,27371,27371,27371,27371,27371,27371,27371,27371,27371,27371,27371
32715,36050,18743,10331,10857,30498,37544,11185,17222,11461,34334,23557,29357,18863,27082,12723,24993,24994,37636,33726,11579,34686,22191,24183,36323,30498,30498,30498,30498,30498,30498,30498,30498,30498,30498,30498,30498
35901,36174,39816,22698,37025,35082,38412,21585,29836,34019,22168,35747,16594,18269,33980,37466,28896,16107,15978,21071,39487,30003,36261,22917,28912,35082,35082,35082,35082,35082,35082,35082,35082,35082,35082,35082,35082
38073,23677,33640,39132,23425,27142,19470,12249,38601,23264,13679,36830,17993,27631,17022,39136,12444,22208,23709,14399,19086,25213,25401,35689,19833,27142,27142,27142,27142,27142,27142,27142,27142,27142,27142,27142,27142
18056,38533,28212,37472,27263,17086,12752,36492,16610,31424,12119,32459,37128,31839,23722,39870,39318,21097,34268,17091,13277,34055,35564,26461,39968,17086,17086,17086,17086,17086,17086,17086,17086,17086,17086,17086,17086
31592,19884,39900,36393,24443,22400,31925,30459,33399,29400,39703,38567,34515,21031,39241,36585,14141,28758,31079,17156,31774,11410,20905,12873,14254,22400,22400,22400,22400,22400,22400,22400,22400,22400,22400,22400,22400
39263,25914,12589,17291,20064,36249,25716,33869,33135,16311,14965,24915,30074,13326,12278,11137,11537,22600,35577,10635,33454,28840,24905,22757,13961,36249,36249,36249,36249,36249,36249,36249,36249,36249,36249,36249,36249
14145,31015,31272,22762,16967,13079,19361,15611,34344,16354,25449,31118,31380,22912,15821,20558,14574,27768,39232,11323,12802,38992,21036,23531,15548,13079,13079,13079,13079,13079,13079,13079,13079,13079,13079,13079,13079
18686,21634,16105,20891,15515,32767,33995,22324,12498,28220,29771,17925,10331,35320,32283,13995,30459,38855,31198,31116,14454,26679,11357,33302,13530,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767,32767
10750,29279,20926,37095,17012,32619,11687,18440,20018,26282,25261,15841,32387,28649,33349,39202,17222,37707,17301,29792,24974,32471,31313,21348,36345,32619,32619,32619,32619,32619,32619,32619,32619,32619,32619,32619,32619
30525,27041,23980,12401,15138,27645,39893,29841,32767,22375,17469,22851,24805,27142,13816,34679,25061,23845,28504,23995,12609,19173,11420,13931,11537,27645,27645,27645,27645,27645,27645,27645,27645,27645,27645,27645,27645
32151,28354,20897,19952,30761,11092,17409,33448,12295,35086,10443,13366,38250,32238,37793,38989,13042,23134,14889,33609,31068,37619,22107,27552,30967,11092,11092,11092,11092,11092,11092,11092,11092,11092,11092,11092,11092
18000,14473,34856,27612,30089,12435,26444,21491,24399,10948,17100,20068,10119,19659,38626,11997,23069,20363,30818,28684,33402,15041,23156,11895,16464,12435,12435,12435,12435,12435,12435,12435,12435,12435,12435,12435,12435
33281,22991,32288,35927,20894,14279,39981,25329,29199,36645,25956,17114,26139,23907,33052,14361,39758,38909,27321,34112,27403,14192,22944,22180,39949,14279,14279,14279,14279,14279,14279,14279,14279,14279,14279,14279,14279
37886,28969,16058,31472,29880,11903,11424,24495,17599,38250,15646,29787,22293,35042,26524,13818,22232,34939,32174,15551,10750,34850,35113,32335,11636,11903,11903,11903,11903,11903,11903,11903,11903,11903,11903,11903,11903
36949,15181,29695,27001,30340,24332,22673,33722,17230,17128,31301,11152,14082,35829,17517,22760,22083,15085,31023,22921,10462,26501,35552,18401,24457,24332,24332,24332,24332,24332,24332,24332,24332,24332,24332,24332,24332
11484,21767,39002,32401,16945,18206,18560,28896,10735,18515,32925,35785,29948,26583,35133,17618,32071,34833,35981,21039,37553,14361,28691,36056,24389,18206,18206,18206,18206,18206,18206,18206,18206,18206,18206,18206,18206
20588,20759,20433,23256,39928,16240,33274,20195,17086,22349,30426,39241,35785,36159,36251,14398,32846,34918,38866,15092,37177,29487,18109,27909,25566,16240,16240,16240,16240,16240,16240,16240,16240,16240,16240,16240,16240
17225,36867,18701,26063,19199,20719,29392,27972,11593,37873,35829,28294,30439,27448,23156,28242,29836,10200,28657,30528,10807,15759,33110,23961,34839,20719,20719,20719,20719,20719,20719,20719,20719,20719,20719,20719,20719
36234,32672,30838,35166,33532,29846,22973,31530,26159,32096,29392,17499,12444,38237,22018,39081,10467,24592,34415,27879,28270,39383,14889,16889,34448,29846,29846,29846,29846,29846,29846,29846,29846,29846,29846,29846,29846
35048,26886,24184,20112,21708,25626,28632,16661,34005,37509,21178,25819,21596,19198,35533,31105,14517,15508,21704,37636,25205,29265,39694,34615,33454,25626,25626,25626,25626,25626,25626,25626,25626,25626,25626,25626,25626
29135,16311,12078,27114,18075,19507,32830,35042,24521,31392,18458,14756,16094,30886,15072,39468,24664,25306,36411,21040,14862,11424,24082,38854,16062,19507,19507,19507,19507,19507,19507,19507,19507,19507,19507,19507,19507
23926,34210,13202,34699,37189,18134,10298,37947,11655,21468,28137,35712,18717,38992,19946,10994,21302,30831,23845,15922,27947,31333,21044,39656,31853,18134,18134,18134,18134,18134,18134,18134,18134,18134,18134,18134,18134
21803,33607,28388,11031,24844,11652,30020,30268,27761,26945,12022,25482,34644,26106,24147,25436,19606,35913,17443,31834,23333,38184,34831,30703,36649,11652,11652,11652,11652,11652,11652,11652,11652,11652,11652,11652,11652
26298,10386,27968,15409,32500,21774,12646,14845,34925,24744,34072,35032,23557,23721,25536,38057,14406,21855,13468,37443,26695,15734,26126,20621,20703,21774,21774,21774,21774,21774,21774,21774,21774,21774,21774,21774,21774
19239,39473,36396,18059,24980,39947,15049,16942,27200,13042,24090,12134,17286,34332,24909,24436,32777,28374,21462,25054,33804,18269,19244,21983,18743,39947,39947,39947,39947,39947,39947,39947,39947,39947,39947,39947,39947
35163,16640,23512,33566,23460,10667,15540,28461,26002,20559,29833,26568,36879,12907,25132,29837,35965,19067,24558,31516,16938,20020,29825,22349,39907,10667,10667,10667,10667,10667,10667,10667,10667,10667,10667,10667,10667
23750,32923,27260,33818,37922,14136,29755,32051,16791,17715,36136,18857,12645,30871,24914,39658,19912,15318,20611,35796,26023,17195,18333,25842,39263,14136,14136,14136,14136,14136,14136,14136,14136,14136,14136,14136,14136
34025,30997,22963,19129,25738,28451,19665,28294,25626,23047,29179,26002,35712,27968,30472,25884,20164,14463,22296,13219,33564,16447,11744,31121,17904,28451,28451,28451,28451,28451,28451,28451,28451,28451,28451,28451,28451
18931,31429,31567,37131,12421,27454,22937,28725,19864,27972,38708,24802,29923,23804,33653,28746,30205,13035,24425,20137,35114,13467,23743,20582,13079,27454,27454,27454,27454,27454,27454,27454,27454,27454,27454,27454,27454
30815,18177,26156,14088,21415,10731,33559,12741,14010,16510,37568,10305,13347,25041,24024,33022,19282,12422,11961,28077,26599,19442,16452,14859,22008,10731,10731,10731,10731,10731,10731,10731,10731,10731,10731,10731,10731
30111,24840,31380,18217,38193,37868,32685,35805,22543,27579,17061,38433,10074,16758,29121,35711,17084,29188,19489,14504,10948,13980,27643,25999,12809,37868,37868,37868,37868,37868,37868,37868,37868,37868,37868,37868,37868
13871,17497,16087,16735,31383,34831,18524,28884,39820,20639,28959,21176,17114,19717,29017,33980,22392,24356,28790,12201,19119,33526,13139,19704,13468,34831,34831,34831,34831,34831,34831,34831,34831,34831,34831,34831,34831
15249,36960,22851,25382,28575,12595,22674,20178,27147,36334,24929,29923,34129,37862,34989,37635,39849,38783,13012,34030,33192,34266,12036,38185,31383,12595,12595,12595,12595,12595,12595,12595,12595,12595,12595,12595,12595
38761,29017,38328,24055,38738,13730,33854,23589,17187,18602,36858,11780,23069,38866,14839,23794,10025,20832,20342,12387,28518,24718,33787,19595,24624,13730,13730,13730,13730,13730,13730,13730,13730,13730,13730,13730,13730
12444,33584,14309,15980,23887,20897,12444,16756,13809,36362,23005,32165,20971,19412,12722,38567,30195,15339,22877,27936,11916,25210,11602,36372,30347,20897,20897,20897,20897,20897,20897,20897,20897,20897,20897,20897,20897
15816,37585,33602,13646,14649,10062,28967,37696,21934,16883,15652,35687,36830,35258,11537,36205,10283,26146,27923,27321,31836,19662,35493,27907,30601,10062,10062,10062,10062,10062,10062,10062,10062,10062,10062,10062,10062
10493,29366,15121,27558,13455,29800,18026,28411,23743,16634,18969,12645,35066,36525,23328,14867,24687,22883,14872,29771,38367,19778,11742,35464,33110,29800,29800,29800,29800,29800,29800,29800,29800,29800,29800,29800,29800
22452,12195,26159,35687,11384,10862,17955,23296,38328,34152,23515,31256,37071,25502,19629,16634,13772,37808,27155,29444,27714,26977,14881,22671,38018,10862,10862,10862,10862,10862,10862,10862,10862,10862,10862,10862,10862
19178,17295,27797,10254,32203,28632,10837,29797,11652,19946,12814,22108,14392,21731,38698,38530,13797,26516,25893,33358,13590,23735,13450,28137,11452,28632,28632,28632,28632,28632,28632,28632,28632,28632,28632,28632,28632
15270,38206,17970,31943,29184,20708,20779,33000,31530,10866,14082,21070,26002,14082,36380,29473,34647,38247,17882,17314,10591,10994,13707,32490,34976,20708,20708,20708,20708,20708,20708,20708,20708,20708,20708,20708,20708
33602,39514,26494,28169,35863,19613,31354,39918,33367,23062,36676,10636,11360,28922,12777,23100,27215,13669,23283,19944,20151,24524,26023,33609,16251,19613,19613,19613,19613,19613,19613,19613,19613,19613,19613,19613,19613
32475,23532,12784,16121,19234,29750,17445,11140,21704,38540,11137,27728,29837,17631,14502,14552,21123,17587,18644,27351,33926,26551,25657,22508,36574,29750,29750,29750,29750,29750,29750,29750,29750,29750,29750,29750,29750
